store_name	store_number	address	address2	city	state	zip_code	country	phone_number	latitude	longitude	store_hours	store_type	other_fields
Merced, JCPenney at Merced Mall		600 Merced Mall	Merced, CA 95348	Merced	California	95348	Sephora inside JCPenney	(209) 723-3112			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00	Store	
Manteca, JCPenney at Promenade Shops at Orchard Valley		1060 Perimeter Dr	Manteca, CA 95337-9620	Manteca	California	95337-9620	Sephora inside JCPenney	(209) 923-6233			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Lakewood, JCPenney at Lakewood Center Mall		67 Lakewood Center Mall	Lakewood, CA 90712-2482	Lakewood	California	90712-2482	Sephora inside JCPenney	(562) 634-7000			Mo-Sa 10:00-21:00; Su 11:00-20:00	Store	
Laguna Hills, JCPenney at Laguna Hills Mall		24200 Laguna Hills Mall	Laguna Hills, CA 92653-3695	Laguna Hills	California	92653-3695	Sephora inside JCPenney	(949) 581-7700			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00	Store	
Montclair, JCPenney at Montclair Plaza		5100 MONTCLAIR PLAZA LANE	Montclair, CA 91763	Montclair	California	91763	Sephora inside JCPenney	(909) 621-3811			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Hayward, JCPenney at Southland Mall		340 Southland Mall	Hayward, CA 94545	Hayward	California	94545	Sephora inside JCPenney	(510) 783-0300			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Fairfield, JCPenney at Westfield Solano		1330 Travis Blvd	Fairfield, CA 94533-4699	Fairfield	California	94533-4699	Sephora inside JCPenney	(707) 422-0320			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00	Store	
Glendale, JCPenney at Glendale Galleria		1169 Glendale Galleria	Glendale, CA 91210-1301	Glendale	California	91210-1301	Sephora inside JCPenney	(818) 240-8700			Mo-Th 10:00-21:30; Fr 10:00-22:00; Sa 10:00-21:00; Su 11:00-19:00	Store	
Fresno, JCPenney at Fresno Fashion Fair		555 E Shaw Ave	Fresno, CA 93710-7770	Fresno	California	93710-7770	Sephora inside JCPenney	(559) 224-8330			Mo-Fr 10:00-21:00; Sa 10:00-19:00; Su 11:00-18:00	Store	
El Centro, JCPenney at Imperial Valley Mall		3351 S DOGWOOD	El Centro, CA 92243	El Centro	California	92243	Sephora inside JCPenney	(760) 482-0092			Mo-Sa 10:00-21:00; Su 10:00-19:00	Store	
Escondido, JCPenney at N County Fair Mall		290 E Via Rancho Pkwy	Escondido, CA 92025-8094	Escondido	California	92025-8094	Sephora inside JCPenney	(760) 480-4500			Mo-Sa 10:00-21:00; Su 10:00-19:00	Store	
El Cajon, JCPenney at Westfield Shopping Town		355 Fletcher Pkwy	El Cajon, CA 92020-2513	El Cajon	California	92020-2513	Sephora inside JCPenney	(619) 444-3100			Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa 09:00-22:00; Su 10:00-20:00	Store	
Daly City, JCPenney at Serramonte Center		63 Serramonte Center	Daly City, CA 94015-2345	Daly City	California	94015-2345	Sephora inside JCPenney	(650) 731-3401			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Downey, JCPenney at Stonewood Shopping Center		100 Stonewood St	Downey, CA 90241-3994	Downey	California	90241-3994	Sephora inside JCPenney	(562) 869-4541			Mo-Sa 10:00-21:00; Su 11:00-20:00	Store	
Culver City, JCPenney at Fox Hills Mall		6000 S Hannum Ave	Culver City, CA 90230-6504	Culver City	California	90230-6504	Sephora inside JCPenney	(310) 390-8966			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Concord, JCPenney at Sunvalley Shopping Center		484 Sun Valley Mall	Concord, CA 94520	Concord	California	94520	Sephora inside JCPenney	(925) 687-6000			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Chico, JCPenney at Chico Mall		1932 E 20th St	Chico, CA 95928	Chico	California	95928	Sephora inside JCPenney	(530) 899-8160			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Citrus Heights, JCPenney at Sunrise Mall		6100 Sunrise Blvd	Citrus Heights, CA 95610-6973	Citrus Heights	California	95610-6973	Sephora inside JCPenney	(916) 726-8811			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Chula Vista, JCPenney at Chula Vista Shopping Center		591 Broadway	Chula Vista, CA 91910-5307	Chula Vista	California	91910-5307	Sephora inside JCPenney	(619) 427-1050			Mo-Sa 10:00-21:00; Su 10:00-20:00	Store	
Carson, JCPenney at Southbay Pavillion Mall		20700 Avalon Blvd	Carson, CA 99503-4591	Carson	California	99503-4591	Sephora inside JCPenney	(310) 538-2900			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Chino, JCPenney at Rancho Del Chino Shopping Center		14659 Ramona Ave	Chino, CA 91710-5746	Chino	California	91710-5746	Sephora inside JCPenney	(909) 393-5099			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Carlsbad, JCPenney at Plaza Camino Real		2555 El Camino Real	Carlsbad, CA 92008-1202	Carlsbad	California	92008-1202	Sephora inside JCPenney	(760) 729-7991			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-19:00	Store	
Bakersfield, JCPenney at Valley Plaza		2501 MING AVE	Bakersfield, CA 93304	Bakersfield	California	93304	Sephora inside JCPenney	(661) 835-7080			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Antioch, JCPenney at Orchard at Slatten Ranch		4951 Slatten Ranch Rd	Antioch, CA 94531-8695	Antioch	California	94531-8695	Sephora inside JCPenney	(925) 752-9405			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Arcadia, JCPenney at Santa Anita Mall		400 S Baldwin Ave	Arcadia, CA 91007-1900	Arcadia	California	91007-1900	Sephora inside JCPenney	(626) 445-6454			Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa 10:00-21:00; Su 11:00-20:00	Store	
Rogers, JCPenney at Pinnacle Hlls Promde		2202 Bellview Rd	Rogers, AR 72758	Rogers	Arkansas	72758	Sephora inside JCPenney	(479) 936-7746			Mo-Sa 10:00-21:00; Su 12:00-19:00	Store	
Little Rock, JCPenney at Shackleford Crossing		2600 S Shackleford Rd	Little Rock, AR 72205-6916	Little Rock	Arkansas	72205-6916	Sephora inside JCPenney	(501) 224-0347			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
North Little Rock, JCPenney at McCain Shopping Center		3929 MCCAIN BLVD STE 500	North Little Rock, AR 72116	North Little Rock	Arkansas	72116	Sephora inside JCPenney	(501) 758-4880			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Jonesboro, JCPenney at Mall at Turtle Creek		3000 E HIGHLAND DR STE 516	Jonesboro, AR 72401	Jonesboro	Arkansas	72401	Sephora inside JCPenney	(870) 931-2127			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Fort Smith, JCPenney at Central Mall		5111 Rogers Ave	Fort Smith, AR 72903-2065	Fort Smith	Arkansas	72903-2065	Sephora inside JCPenney	(479) 452-2420			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Fayetteville, JCPenney at New Arkansas Mall		4201 N Shiloh Drive	Fayetteville, AR 72703-3877	Fayetteville	Arkansas	72703-3877	Sephora inside JCPenney	(479) 521-2771			Mo-Fr 10:00-21:00; Sa 09:00-21:00; Su 12:00-18:00	Store	
Yuma, JCPenney at Yuma Palms Shopping Center		1375 S Yuma Palms Pkwy	Yuma, AZ 85365-1708	Yuma	Arizona	85365-1708	Sephora inside JCPenney	(928) 782-5782			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Tucson, JCPenney at Tucson Spectrum		5265 S Calle Santa Cruz	Tucson, AZ 85706-3962	Tucson	Arizona	85706-3962	Sephora inside JCPenney	(520) 917-3280			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Tucson, JCPenney at Tucson Mall		4530 N Oracle Rd	Tucson, AZ 85705	Tucson	Arizona	85705	Sephora inside JCPenney	(520) 293-8100			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Tucson, JCPenney at El Con Mall		3501 E Broadway	Tucson, AZ 85716	Tucson	Arizona	85716	Sephora inside JCPenney	(520) 881-2200			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Phoenix, JCPenney at Paradise Valley Mall		4510 E CACTUS RD	Phoenix, AZ 85032	Phoenix	Arizona	85032	Sephora inside JCPenney	(602) 996-2550			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Tempe, JCPenney at Tempe Marketplace		1900 E Rio Salado Pkwy	Tempe, AZ 85281-2237	Tempe	Arizona	85281-2237	Sephora inside JCPenney	(480) 829-3555			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Phoenix, JCPenney at Christown Spectrum		1727 W Bethany Home Rd	Phoenix, AZ 85015	Phoenix	Arizona	85015	Sephora inside JCPenney	(602) 841-1235			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Nogales, JCPenney at Mariposa West Plaza		220 W Mariposa Rd	Nogales, AZ 85621	Nogales	Arizona	85621	Sephora inside JCPenney	(520) 281-4891			Mo-Sa 10:00-21:00; Su 10:00-18:00	Store	
Mesa, JCPenney at Superstition Springs Mall		6525 E SOUTHERN AVE	Mesa, AZ 85206	Mesa	Arizona	85206	Sephora inside JCPenney	(480) 832-0400			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Goodyear, JCPenney at Palm Valley Cornerstone		13333 W MCDOWELL RD	Goodyear, AZ 85395	Goodyear	Arizona	85395	Sephora inside JCPenney	(623) 535-7063			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Lake Havasu City, JCPenney at Shops at Lake Havasu		5651 Hwy 95 N	Lake Havasu City, AZ 86404-9646	Lake Havasu City	Arizona	86404-9646	Sephora inside JCPenney	(928) 764-1800			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Phoenix, JCPenney at Ahwatukee Foothills		5050 E RAY RD	Phoenix, AZ 85044	Phoenix	Arizona	85044	Sephora inside JCPenney	(480) 785-5245			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Glendale, JCPenney at Arrowhead Towne Center		7750 W ARROWHEAD TOWNE CENTER	Glendale, AZ 85308	Glendale	Arizona	85308	Sephora inside JCPenney	(623) 412-1121			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Flagstaff, JCPenney at Flagstaff Mall and Marketplace		4600 N US Hwy 89	Flagstaff, AZ 86004	Flagstaff	Arizona	86004	Sephora inside JCPenney	(928) 526-5400			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Chandler, JCPenney at Mill Crossing		2180 S Gilbert Rd	Chandler, AZ 85286-1587	Chandler	Arizona	85286-1587	Sephora inside JCPenney	(480) 281-4637			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Casa Grande, JCPenney at Promenade Casa Grande		1041 N Promenade Pkwy	Casa Grande, AZ 85194-5402	Casa Grande	Arizona	85194-5402	Sephora inside JCPenney	(520) 836-1557			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Anchorage, JCPenney at 5th Ave Mall		406 W 5th Ave	Anchorage, AK 99503-4591	Anchorage	Alaska	99503-4591	Sephora inside JCPenney	(907) 279-5656			Mo-Fr 10:00-21:00; Sa 10:00-20:00; Su 11:00-18:00	Store	
Tuscaloosa, JCPenney at University Mall		1701 Macfarland Blvd E	Tuscaloosa, AL 35404	Tuscaloosa	Alabama	35404	Sephora inside JCPenney	(205) 556-7860			Mo-Sa 10:00-21:00; Su 13:00-17:30	Store	
Spanish Fort, JCPenney at Spanish Fort Town Center		22500 Town Center Ave	Spanish Fort, AL 36527-9414	Spanish Fort	Alabama	36527-9414	Sephora inside JCPenney	(251) 625-4930			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Prattville, JCPenney at High Point Town Center		550 Pinnacle Pl	Prattville, AL 36066-6542	Prattville	Alabama	36066-6542	Sephora inside JCPenney	(334) 450-2274			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Montgomery, JCPenney at Eastdale Mall		1236 Eastdale Mall	Montgomery, AL 36117	Montgomery	Alabama	36117	Sephora inside JCPenney	(334) 272-2933			Mo-Sa 10:00-21:00; Su 13:00-18:00	Store	
Trussville, JCPenney at Tutwiler Farm		5060 PINNACLE SQUARE	Trussville, AL 35235	Trussville	Alabama	35235	Sephora inside JCPenney	(205) 655-5891			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Mobile, JCPenney at Bel Air Mall		3400 Bel Air Mall	Mobile, AL 36606-3411	Mobile	Alabama	36606-3411	Sephora inside JCPenney	(251) 476-4560			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Huntsville, JCPenney at Madison Square		5901 University Dr	Huntsville, AL 35805	Huntsville	Alabama	35805	Sephora inside JCPenney	(256) 837-2011			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Fultondale, JCPenney at Promenade Fultondale		3363 Lowery Pkwy	Fultondale, AL 35068	Fultondale	Alabama	35068	Sephora inside JCPenney	(205) 994-7330			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Dothan, JCPenney at Wiregrass Commons		900 Commons Dr Ste 900	Dothan, AL 36303	Dothan	Alabama	36303	Sephora inside JCPenney	(334) 794-0531			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Appleton, Appleton		4301 West Wisconsin Ave.	Appleton, WI 54913	Appleton	Wisconsin	54913	United States	(920) 733-7830			Mo-Sa 10:00-21:00; Su 10:00-18:00	Store	
Madison, Madison		71 West Towne Mall	Madison, WI 53719	Madison	Wisconsin	53719	United States	(608) 827-5958			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Charleston, Charleston Town Center		1019 Charleston Town Center	Charleston, WV 25389	Charleston	West Virginia	25389	United States	(304) 345-7900			Mo-Sa 10:00-21:00; Su 12:30-18:00	Store	
Wauwatosa, Mayfair Mall		2500 N. Mayfair Rd	Wauwatosa, WI 53226	Wauwatosa	Wisconsin	53226	United States	(414) 257-9310			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Tacoma, Tacoma Mall		4502 S. Steele St.	Tacoma, WA 98409	Tacoma	Washington	98409	United States	(253) 474-1400			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Lynnwood, Alderwood Mall		3000 184 St. SW	Lynnwood, WA 98037	Lynnwood	Washington	98037	United States	(425) 776-8010			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Spokane, RIVER PARK SQUARE		808 West Main Avenue	Spokane, WA 99201	Spokane	Washington	99201	United States	(509) 624-7000			Mo-Sa 10:00-20:00; Su 11:00-18:00	Store	
Seattle, Southcenter Mall		616 Southcenter Mall	Seattle, WA 98188	Seattle	Washington	98188	United States	(206) 444-4724			Mo-Fr 10:30-21:00; Sa 10:00-21:00; Su 11:00-19:00	Store	
Seattle, University Village		2618 NE University Village St	Seattle, WA 98105	Seattle	Washington	98105	United States	(206) 526-9110			Mo-Sa 09:30-21:00; Su 11:00-19:00	Store	
Bellevue, Bellevue Square		148 Bellevue Square	Bellevue, WA 98004	Bellevue	Washington	98004	United States	(425) 467-1337			Mo-Sa 09:30-21:30; Su 11:00-19:00	Store	
Virginia Beach, Lynnhaven Mall		701 Lynnhaven Park	Virginia Beach, VA 23452	Virginia Beach	Virginia	23452	United States	(757) 498-3888			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Seattle, Downtown Seattle		415 Pine Street	Seattle, WA 98101	Seattle	Washington	98101	United States	(206) 624-7003			Mo-Sa 10:00-20:00; Su 11:00-18:00	Store	
Richmond, Regency Square		1420 Parham Road	Richmond, VA 23229	Richmond	Virginia	23229	United States	(804) 750-2800			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Springfield, Springfield TC		6500 Springfield Mall	Springfield, VA 22150	Springfield	Virginia	22150	United States	(703) 924-7005			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Richmond, Short Pump		11800 West Broad Street	Richmond, VA 23233	Richmond	Virginia	23233	United States	(804) 360-0060			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Reston, Reston		11960 Market Street	Reston, VA 20190	Reston	Virginia	20190	United States	(703) 435-9099			Mo-Th 10:00-20:00; Fr-Sa 10:00-21:00; Su 12:00-18:00	Store	
E. Charlottsville, Charlottesville		1600 Rio Rd	E. Charlottsville, VA 22901	E. Charlottsville	Virginia	22901	United States	(434) 974-7887			Mo-Sa 10:00-21:00; Su 12:00-17:30	Store	
Fairfax, Fair Oaks		11828 Fair Oaks Mall	Fairfax, VA 22033	Fairfax	Virginia	22033	United States	(703) 591-8036			Mo-Sa 10:00-21:30; Su 11:00-18:00	Store	
Arlington, Market Common Clarendon		2800 Clarendon Blvd	Arlington, VA 22201	Arlington	Virginia	22201	United States	(703) 528-1273			Mo-Sa 10:00-20:00; Su 11:00-18:00	Store	
Norfolk, MacArthur		300 Monticello Ave	Norfolk, VA 23510	Norfolk	Virginia	23510	United States	(757) 216-1468			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Mclean, Tysons Corner		7966 Tysons Corner Center	Mclean, VA 22102	Mclean	Virginia	22102	United States	(703) 917-0002			Mo-Sa 10:00-21:30; Su 11:00-19:00	Store	
Fredericksburg, Fredericksburg		1 Town Center Blvd	Fredericksburg, VA 22407	Fredericksburg	Virginia	22407	United States	(540) 548-3366			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Salt Lake City, Downtown Salt Lake City		50 South Main Street	Salt Lake City, UT 84101	Salt Lake City	Utah	84101	United States	(801) 532-4232			Mo-Sa 10:00-21:00; Su CLOSED	Store	
Arlington, The Fashion Centre At Pentagon City		1100 S. Hayes Street	Arlington, VA 22202	Arlington	Virginia	22202	United States	(703) 415-4501			Mo-Sa 10:00-21:30; Su 11:00-18:00	Store	
The Woodlands, The Woodlands Mall		1201 Lake Woodlands Dr TX	The Woodlands, TX 77380	The Woodlands	Texas	77380	United States	(281) 298-8882			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Southlake, Southlake Town Square		312 Grand Avenue West	Southlake, TX 76092	Southlake	Texas	76092	United States	(817) 421-4433			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
San Antonio, North Star Mall		7400 San Pedro Ave	San Antonio, TX 78216	San Antonio	Texas	78216	United States	(210) 541-0979			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Sugarland, Sugarland		16535 Southwest Freeway	Sugarland, TX 77479	Sugarland	Texas	77479	United States	(281) 277-7900			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Murray, Fashion Place		6191 S. State Street	Murray, UT 84107	Murray	Utah	84107	United States	(801) 263-6800			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Mcallen, La Plaza Mall		2200 S 10th St	Mcallen, TX 78503	Mcallen	Texas	78503	United States	(956) 687-1500			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Plano, Willow Bend		6121 W Park Blvd.	Plano, TX 75093	Plano	Texas	75093	United States	(469) 366-0852			Mo-Sa 10:00-21:00; Su 12 - 6PM	Store	
San Antonio, La Cantera		15900 La Cantera Parkway	San Antonio, TX 78256	San Antonio	Texas	78256	United States	(210) 694-4448			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Houston, Willowbrook Mall		7925 FM 1960 Road West	Houston, TX 77070	Houston	Texas	77070	United States	(281) 807-4900			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Houston, The Village Arcade		2401 Times Blvd	Houston, TX 77005	Houston	Texas	77005	United States	(713) 942-0110			Mo-Sa 10:00-19:00; Su 12:00-18:00	Store	
Katy, La Centerra at Cinco Ranch		23501 Cinco Ranch Blvd	Katy, TX 77494	Katy	Texas	77494	United States	(281) 371-2333			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Hurst, North East Mall		1101 Melbourne Road	Hurst, TX 76053	Hurst	Texas	76053	United States	(817) 284-1939			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Houston, City Centre		796 Town & Country Blvd.	Houston, TX 77024	Houston	Texas	77024	United States	(713) 932-0172			Mo-Th 10:00-19:00; Fr-Sa 10:00-20:00; Su 12:00-18:00	Store	
Georgetown, Wolf Ranch		1015 W. University Ave.	Georgetown, TX 78628	Georgetown	Texas	78628	United States	(512) 868-4960			Mo-Sa 10:00-21:00; Su 11:00-18:00	Store	
Frisco, Stonebriar Centre		2601 Preston Rd	Frisco, TX 75034	Frisco	Texas	75034	United States	(972) 712-8886			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Houston, Houston Galleria Mall		5015 Westheimer	Houston, TX 77056	Houston	Texas	77056	United States	(713) 961-3580			Mo-Sa 10:00-21:00; Su 11:00-19:00	Store	
Houston, Memorial City Mall		900 Gessner Houston	Houston, TX 77024	Houston	Texas	77024	United States	(713) 932-0848			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Friendswood, Baybrook Mall		1168 Baybrook Mall	Friendswood, TX 77546	Friendswood	Texas	77546	United States	(281)461-7400			Mo-Sa 10:00-21:00; Su 12 - 6 PM	Store	
Forth Worth, University Park Village		1612 South University Dr.	Forth Worth, TX 76107	Forth Worth	Texas	76107	United States	(817) 348-0003			Mo-Sa 10:00-20:00; Su 12:00-18:00	Store	
Arlington, The Parks Mall		3811 South Cooper St	Arlington, TX 76015	Arlington	Texas	76015	United States	(817) 375-0070			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Austin, Barton Creek		2901 Capitol of Texas Hwy So.	Austin, TX 78746	Austin	Texas	78746	United States	(512) 327-4600			Mo-Sa 10:00-21:00; Su 23:00-19:00	Store	
Austin, The Domain		11700 Rock Rose Ave.	Austin, TX 78758	Austin	Texas	78758	United States	(512) 836-8001			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Dallas, Galleria		13350 N. Dallas Parkway	Dallas, TX 75240	Dallas	Texas	75240	United States	(972) 934-3056			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Austin, Arboretum Market		9722 Great Hills Trail	Austin, TX 78759	Austin	Texas	78759	United States	(512) 342-8484			Mo-Sa 10:00-19:00; Su 12:00-18:00	Store	
Dallas, NorthPark Center		8687 N Central Expressway	Dallas, TX 75225	Dallas	Texas	75225	United States	(214) 378-8177			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
El Paso, Cielo Vista Mall		8401 Gateway W	El Paso, TX 79925-5690	El Paso	Texas	79925-5690	United States	(915) 771-0203			Mo-Sa 10:00-21:00; Su 00:00-18:00	Store	
Memphis, Wolfchase		2760 N. Germantown Parkway	Memphis, TN 38133	Memphis	Tennessee	38133	United States	(901) 388-8466			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Nashville, Mall At Green Hills		2126 Abbot Martin Rd	Nashville, TN 37215	Nashville	Tennessee	37215	United States	(615) 269-3005			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Collierville, Carriage Crossing		4630 Merchants Park Circle	Collierville, TN 38017	Collierville	Tennessee	38017	United States	(901) 861-3400			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Knoxville, West Town Mall		7600 Kingston Pike	Knoxville, TN 37919	Knoxville	Tennessee	37919	United States	(865) 691-0048			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Allen, Watters Creek At Montgomery Farm		919 Garden Park Drive	Allen, TX 75013	Allen	Texas	75013	United States	(972) 649-6601			Mo-Sa 10:00-21:00; Su 12 - 6PM	Store	
Germantown, Saddle Creek		2055 West Street	Germantown, TN 38138	Germantown	Tennessee	38138	United States	(901) 751-6600			Mo-Sa 10:00-20:00; Su 12:00-17:30	Store	
Franklin, CoolSprings Galleria		1800 Galleria Blvd	Franklin, TN 37067	Franklin	Tennessee	37067	United States	(615) 778-9012			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Chattanooga, Hamilton Place		2100 Hamilton Place Blvd.	Chattanooga, TN 37421	Chattanooga	Tennessee	37421	United States	(423) 893-6181			Mo-Sa 10:00-21:00; Su 12:00-18:00	Store	
Sioux Falls, EMPIRE MALL		1490 Empire Place	Sioux Falls, SD 57106	Sioux Falls	South Dakota	57106	United States	(605) 362-5395			Mo-Sa 10:00-21:00; Su 00:00-18:00	Store	
Charleston, King Street		289 King Street	Charleston, SC 29401	Charleston	South Carolina	29401	United States	(843) 724-1025			Mo-Th 10:00-20:00; Fr-Sa 10:00-21:00; Su 11:00-18:00	Store	
Greenville, Greenville		700 Haywood Rd.	Greenville, SC 29607	Greenville	South Carolina	29607	United States	(864) 676-2884			Mo-Sa 10:00-21:00; Su 12:30-18:00	Store	
